id,expression,source,is_ic,is_icir,is_tstat,is_sharpe,turnover,coverage,n_terminals,depth
353,"add(add(neg(cs_rank(market_cap)), cs_rank(dollar_volume)), add(cs_rank(cs_roa), neg(cs_rank(cs_accruals))))",debate,0.01012081008146025,0.1832093937598072,9.640714359025688,2.3783167136346655,0.048767984643446,0.37388163989511203,4,4
27,"add(neg(cs_rank(cs_accruals)), cs_rank(cs_roa))",debate,0.012138578338264677,0.1698138062249396,8.93582128315921,1.162586855686028,0.006254465314442616,0.37388163989511203,2,3
53,"sub(cs_rank(cs_roa), cs_rank(cs_accruals))",debate,0.012138578338264677,0.1698138062249396,8.93582128315921,1.162586855686028,0.006254465314442616,0.37388163989511203,2,2
381,"add(cs_rank(cs_roa), neg(cs_rank(cs_accruals)))",debate,0.012138578338264677,0.1698138062249396,8.93582128315921,1.162586855686028,0.006254465314442616,0.37388163989511203,2,3
74,"add(cs_rank(neg(cs_accruals)), cs_rank(cs_roa))",debate,0.01213853773630793,0.169813022789337,8.935780057768369,1.1625807247856301,0.0062544356754628185,0.37388163989511203,2,3
479,"add(cs_rank(cs_roa), cs_rank(neg(cs_accruals)))",debate,0.01213853773630793,0.169813022789337,8.935780057768369,1.1625807247856301,0.0062544356754628185,0.37388163989511203,2,3
110,"mul(add(sub(cs_rank(cs_bm), cs_rank(market_cap)), cs_rank(dollar_volume)), sub(cs_rank(cs_roe), cs_rank(cs_accruals)))",debate,0.010739874782043551,0.16910734414766448,8.89864633839943,1.5011726715305111,0.031475174966351806,0.37357086520495064,5,4
161,"mul(add(cs_rank(neg(returns)), cs_rank(neg(abs_val(ts_returns_5(close))))), add(cs_rank(dollar_volume), cs_rank(ts_rank_5(volume))))",debate,0.018470645384714872,0.16609536323491317,8.730677599609585,1.2652593762563684,0.25154365784253585,0.4659977703455964,4,6
585,"add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(neg(cs_rank(ts_returns_5(close))), neg(cs_rank(cs_accruals))))",debate,0.014572917660381908,0.1640204560479631,8.621611666969715,1.4969316820703427,0.06080188460616597,0.3723671417062533,4,5
1019,"add(add(add(cs_rank(cs_roe), cs_rank(cs_roa)), neg(cs_rank(cs_accruals))), neg(cs_rank(ts_returns_5(close))))",debate,0.014572917660381908,0.1640204560479631,8.621611666969715,1.4969316820703427,0.06080188435625039,0.3723671417062533,4,4
213,"add(add(add(cs_rank(cs_roe), cs_rank(cs_roa)), neg(add(cs_rank(cs_accruals), cs_rank(cs_debt_at)))), neg(cs_rank(ts_rank_20(returns))))",debate,0.013746272780452687,0.16323830729250163,8.589810057016393,1.0470080946508133,0.12208635323499416,0.3738786203198093,5,5
209,"add(add(cs_rank(cs_roa), cs_rank(cs_opmargin)), neg(cs_rank(ts_rank_20(returns))))",debate,0.015474735002280514,0.1628176296834332,8.567673459197705,0.9352486924081708,0.16754615430999825,0.43687094697504986,3,4
676,"add(add(cs_rank(neg(cs_accruals)), cs_rank(cs_roa)), mul(cs_rank(cs_roa), cs_rank(dollar_volume)))",debate,0.015061558704616326,0.16162283773923591,8.504801967643226,0.9562742933509498,0.02093665173864504,0.37388163989511203,4,4
203,"add(add(add(cs_rank(cs_roe), cs_rank(cs_roa)), add(cs_rank(cs_opmargin), cs_rank(neg(cs_accruals)))), cs_rank(neg(ts_returns_5(close))))",debate,0.015094256770582074,0.16177867235793378,8.50377399670298,1.3148426737557033,0.0495217495617293,0.37137056107332617,5,5
45,"add(add(cs_rank(neg(cs_accruals)), cs_rank(cs_roa)), cs_rank(cs_roe))",debate,0.013237167904382032,0.16133556718162267,8.489685420762784,1.0529989265022277,0.005078814376570669,0.37388163989511203,3,4
575,"add(cs_rank(neg(cs_accruals)), add(cs_rank(cs_roa), cs_rank(cs_roe)))",debate,0.013237147995692065,0.16133530458889092,8.489671602794898,1.0530005985353688,0.0050788115124665596,0.37388163989511203,3,3
46,"add(add(cs_rank(neg(cs_accruals)), cs_rank(cs_roe)), cs_rank(cs_roa))",debate,0.013237134815680857,0.16133509463572326,8.489660554788697,1.0529992444617853,0.005078818548825935,0.37388163989511203,3,4
346,"sub(add(cs_rank(cs_roa), cs_rank(cs_roe)), cs_rank(cs_accruals))",debate,0.013237088762828315,0.16133458080935348,8.489633516583071,1.0529933627610482,0.005078831613783704,0.37388163989511203,3,3
718,"add(add(cs_rank(cs_roa), cs_rank(cs_roe)), neg(cs_rank(cs_accruals)))",debate,0.013237088762828315,0.16133458080935348,8.489633516583071,1.0529933627610482,0.005078831613783704,0.37388163989511203,3,3
350,"add(sub(cs_rank(cs_roa), cs_rank(cs_accruals)), cs_rank(cs_roe))",debate,0.013237089844944105,0.161334577976953,8.489633367538508,1.0529946467534852,0.005078829704649399,0.37388163989511203,3,3
850,"add(add(neg(cs_rank(cs_accruals)), cs_rank(cs_roa)), cs_rank(cs_roe))",debate,0.013237089844944105,0.161334577976953,8.489633367538508,1.0529946467534852,0.005078829704649399,0.37388163989511203,3,4
347,"add(sub(cs_rank(cs_roe), cs_rank(cs_accruals)), cs_rank(cs_roa))",debate,0.013237079152170081,0.1613344139781213,8.489624737708677,1.0529924123058034,0.005078823837916754,0.37388163989511203,3,3
1020,"add(add(cs_rank(cs_roe), cs_rank(cs_opmargin)), add(neg(cs_rank(cs_accruals)), neg(cs_rank(ts_returns_20(close)))))",debate,0.014399934203243056,0.1591242209114031,8.341509610763298,1.5869003703683093,0.03394853728589324,0.36744813275502425,4,5
445,"sub(add(add(cs_rank(cs_roe), cs_rank(cs_roa)), cs_rank(cs_opmargin)), add(add(cs_rank(ts_rank_5(returns)), cs_rank(cs_accruals)), cs_rank(cs_leverage)))",debate,0.013182217801234552,0.15571743120952186,8.194051867124154,0.7318818693165307,0.10250541721595981,0.3728654924142229,6,5
285,"add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_opmargin), add(cs_rank(cs_gp_at), neg(cs_rank(cs_accruals)))))",debate,0.014426364676781699,0.15264301189871543,8.032271961699568,0.9331230954241012,0.004113723109732985,0.3728683912065136,5,5
422,"add(add(add(cs_rank(cs_bm), cs_rank(cs_roe)), add(cs_rank(cs_cash_at), neg(cs_rank(cs_accruals)))), add(neg(cs_rank(returns)), cs_rank(dollar_volume)))",debate,0.01354845355825204,0.15235031617297948,8.016869935482356,1.7510578479268866,0.15182328943527879,0.3735692950257932,6,5
433,"add(add(cs_rank(cs_bm), cs_rank(cs_roa)), add(cs_rank(cs_roe), add(cs_rank(cs_gp_at), neg(cs_rank(cs_accruals)))))",debate,0.012201181619596444,0.15195075087134197,7.9958442944832075,1.1155061384573361,0.00490662130001929,0.37357086520495064,5,5
724,"add(add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_gp_at), cs_rank(cs_bm))), neg(cs_rank(cs_accruals)))",debate,0.012201177313933583,0.1519507003464918,7.995841635800493,1.1155057717375119,0.004906621515623452,0.37357086520495064,5,4
723,"sub(add(add(cs_rank(cs_roa), cs_rank(cs_gp_at)), add(cs_rank(cs_bm), cs_rank(cs_roe))), cs_rank(cs_accruals))",debate,0.012201175796336465,0.15195068062494888,7.995840598027494,1.1155056293707029,0.004906621302736,0.37357086520495064,5,4
678,"add(add(sub(cs_rank(cs_roa), cs_rank(cs_accruals)), cs_rank(cs_opmargin)), cs_rank(cs_gp_at))",debate,0.014046903370843454,0.1489083132679564,7.835747307710504,0.9083025209196912,0.0043057724494257755,0.3728683912065136,4,4
436,"add(add(add(cs_rank(cs_bm), cs_rank(cs_gp_at)), add(cs_rank(cs_roa), neg(cs_rank(cs_accruals)))), neg(cs_rank(cs_bm)))",debate,0.01363448004466027,0.14745137101163605,7.7590811289599015,1.175259550938536,0.0047372676537732455,0.37357086520495064,5,5
1015,"add(add(cs_rank(cs_roe), cs_rank(cs_roa)), neg(cs_rank(ts_returns_5(close))))",debate,0.014652018235075108,0.14748849489693217,7.752621587488782,1.350958844804355,0.06462726853239502,0.43615458293022,3,4
95,"sub(add(cs_rank(cs_roa), cs_rank(cs_gp_at)), add(cs_rank(cs_asset_growth), cs_rank(cs_accruals)))",debate,0.011822300722640405,0.14701466173672398,7.7361009242282375,1.180461427020192,0.0047573518051673095,0.37232474686900235,4,3
755,"sub(add(cs_rank(cs_asset_growth), cs_rank(cs_accruals)), add(cs_rank(cs_roa), cs_rank(cs_gp_at)))",debate,-0.011822300722640405,-0.14701466173672398,-7.7361009242282375,-1.180461427020192,0.004757465700984957,0.37232474686900235,4,3
92,"add(add(cs_rank(neg(cs_asset_growth)), neg(cs_rank(cs_accruals))), add(cs_rank(cs_roa), cs_rank(cs_gp_at)))",debate,0.01182229651883127,0.14701461087574924,7.736098247858214,1.1804610850669508,0.004757352183340925,0.37232474686900235,4,4
97,"add(add(cs_rank(neg(cs_asset_growth)), cs_rank(cs_roa)), add(cs_rank(cs_gp_at), neg(cs_rank(cs_accruals))))",debate,0.011822292314639476,0.14701456001032387,7.736095571253992,1.180460743113386,0.004757352186909779,0.37232474686900235,4,4
273,"add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_opmargin), cs_rank(cs_gp_at)))",debate,0.013966335197485727,0.14696061886649836,7.733257118764473,0.839017731496439,0.0032607290788414017,0.4094699920645561,4,3
576,"add(cs_rank(neg(cs_accruals)), add(cs_rank(cs_roa), add(cs_rank(cs_roe), neg(cs_rank(cs_asset_growth)))))",debate,0.012000406745295606,0.1469334428500541,7.7318270817637575,1.0242457703256072,0.005031068587261222,0.37232474686900235,4,5
720,"add(add(cs_rank(cs_roa), cs_rank(cs_gp_at)), neg(cs_rank(cs_accruals)))",debate,0.013571801120318232,0.14680275654085886,7.724950199788816,1.162158712232962,0.004738511443994341,0.37388163989511203,3,3
854,"add(neg(cs_rank(cs_accruals)), add(cs_rank(cs_roa), cs_rank(cs_gp_at)))",debate,0.013571801120318232,0.14680275654085886,7.724950199788816,1.162158712232962,0.004738511443994341,0.37388163989511203,3,3
70,"add(add(cs_rank(neg(cs_accruals)), cs_rank(cs_roa)), cs_rank(cs_gp_at))",debate,0.01357180035549544,0.14680274837268617,7.724949769969045,1.162158338995736,0.004738509786519677,0.37388163989511203,3,4
438,"add(add(cs_rank(cs_roe), cs_rank(cs_roa)), add(neg(cs_rank(cs_accruals)), add(neg(cs_rank(cs_debt_at)), neg(cs_rank(ts_returns_5(close))))))",debate,0.01265981348770073,0.1464241340340028,7.696674260827196,1.2888823946615227,0.05415488347449235,0.3723671417062533,5,6
54,"add(add(cs_rank(cs_gp_at), cs_rank(cs_opmargin)), neg(cs_rank(cs_accruals)))",debate,0.012688144708609291,0.14408822269913577,7.582107931448195,1.0843420116323874,0.005156957143522412,0.3728683912065136,3,3
208,"add(add(add(cs_rank(cs_roe), cs_rank(cs_roa)), add(cs_rank(cs_gp_at), cs_rank(cs_opmargin))), add(add(cs_rank(neg(cs_accruals)), cs_rank(neg(cs_debt_at))), cs_rank(neg(cs_asset_growth))))",debate,0.0128041374152555,0.14368231058392153,7.560748312940976,0.803016912549291,0.00400941018250918,0.3713511150083763,7,5
466,"sub(add(add(cs_rank(cs_roe), cs_rank(cs_roa)), add(cs_rank(cs_opmargin), cs_rank(cs_gp_at))), add(add(cs_rank(cs_accruals), cs_rank(cs_debt_at)), cs_rank(cs_asset_growth)))",debate,0.0128041374152555,0.14368231058392153,7.560748312940976,0.803016912549291,0.00400941018250918,0.3713511150083763,7,4
276,"add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_opmargin), add(neg(cs_rank(cs_accruals)), neg(cs_rank(cs_debt_at)))))",debate,0.012566146458240885,0.14263846246947054,7.505819680193994,0.6748935095065597,0.004278201965619146,0.3728683912065136,5,5
851,"add(add(add(cs_rank(neg(cs_accruals)), cs_rank(cs_roa)), cs_rank(cs_roe)), neg(cs_rank(cs_debt_at)))",debate,0.01142263237586867,0.14225339070803164,7.485556707954555,0.8066316225998508,0.0046005527526672306,0.37388163989511203,4,5
57,"add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(neg(cs_rank(cs_accruals)), neg(cs_rank(cs_debt_at))))",debate,0.011422581645124113,0.14225274921528067,7.485522951779457,0.8066283963485861,0.004600552694013786,0.37388163989511203,4,4
147,"add(add(cs_rank(cs_roe), cs_rank(cs_roa)), add(neg(cs_rank(cs_accruals)), neg(cs_rank(cs_debt_at))))",debate,0.011422581645124113,0.14225274921528067,7.485522951779457,0.8066283963485861,0.004600552694013786,0.37388163989511203,4,4
463,"sub(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_debt_at), cs_rank(cs_accruals)))",debate,0.011422581645124113,0.14225274921528067,7.485522951779457,0.8066283963485861,0.004600552694013786,0.37388163989511203,4,3
606,"sub(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_accruals), cs_rank(cs_debt_at)))",debate,0.011422581645124113,0.14225274921528067,7.485522951779457,0.8066283963485861,0.004600552694013786,0.37388163989511203,4,3
953,"add(add(cs_rank(cs_roa), cs_rank(cs_roe)), neg(add(cs_rank(cs_accruals), cs_rank(cs_debt_at))))",debate,0.011422581645124113,0.14225274921528067,7.485522951779457,0.8066283963485861,0.004600552694013786,0.37388163989511203,4,4
148,"add(add(add(cs_rank(cs_roe), cs_rank(cs_roa)), neg(cs_rank(cs_accruals))), neg(cs_rank(cs_debt_at)))",debate,0.011422575521714903,0.1422526492148606,7.485517689628506,0.8066261996008964,0.004600566257058286,0.37388163989511203,4,4
928,"add(cs_rank(neg(cs_accruals)), add(cs_rank(cs_opmargin), cs_rank(cs_roa)))",debate,0.012992202133456143,0.1421264923376581,7.478879152201049,0.7315469377344808,0.004926017817134417,0.3728683912065136,3,3
677,"add(add(cs_rank(neg(cs_accruals)), cs_rank(cs_roa)), add(cs_rank(cs_roe), neg(cs_rank(debt_at))))",debate,0.011266834711932999,0.1414711876043669,7.444396172796289,0.7751824029276938,0.0047106173165849426,0.37362473442835215,4,4
1009,"add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(neg(cs_rank(cs_accruals)), neg(cs_rank(debt_at))))",debate,0.011266781142653311,0.14147050415994708,7.4443602090703225,0.7751747629363618,0.004710610324146296,0.37362473442835215,4,4
1016,"add(add(cs_rank(cs_roe), cs_rank(cs_roa)), add(neg(cs_rank(cs_accruals)), neg(cs_rank(debt_at))))",debate,0.011266781142653311,0.14147050415994708,7.4443602090703225,0.7751747629363618,0.004710610324146296,0.37362473442835215,4,4
173,"mul(neg(cs_rank(market_cap)), cs_rank(neg(returns)))",debate,-0.019337844636936084,-0.14124958692099407,-7.43273525931189,-0.7835829630155489,0.21508354428819149,0.46796592952794375,2,3
179,"add(add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(neg(cs_rank(cs_accruals)), neg(cs_rank(cs_leverage)))), neg(cs_rank(pe_op_dil)))",debate,0.00906332133318527,0.14123321022327448,7.431873496377039,1.2380731657989599,0.005371008886677326,0.36974639190947073,5,5
177,"add(add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_gp_at), cs_rank(cs_opmargin))), add(neg(cs_rank(cs_accruals)), neg(cs_rank(cs_debt_at))))",debate,0.013299683002909337,0.14050656729150754,7.393636609051522,0.7793117259960513,0.003901208218702889,0.3728683912065136,6,4
613,"sub(add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_opmargin), cs_rank(cs_gp_at))), add(cs_rank(cs_accruals), cs_rank(cs_debt_at)))",debate,0.013299683002909337,0.14050656729150754,7.393636609051522,0.7793117259960513,0.003901208218702889,0.3728683912065136,6,4
26,"add(add(cs_rank(cs_ep), cs_rank(cs_opmargin)), add(neg(cs_rank(cs_debt_at)), neg(cs_rank(cs_accruals))))",debate,0.010720365363315542,0.14043442751877971,7.389840521260818,0.7443916193822522,0.005260025964754671,0.3725677622893695,4,4
462,"add(add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_gp_at), cs_rank(cs_opmargin))), add(neg(cs_rank(cs_accruals)), neg(cs_rank(debt_at))))",debate,0.01323844957069523,0.14034175242274843,7.384963838298785,0.7631752101686885,0.003970469511247112,0.37262151072975885,6,4
588,"add(add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_opmargin), cs_rank(cs_gp_at))), add(neg(cs_rank(cs_accruals)), neg(cs_rank(debt_at))))",debate,0.01323844957069523,0.14034175242274843,7.384963838298785,0.7631752101686885,0.003970469511247112,0.37262151072975885,6,4
220,"add(add(cs_rank(neg(ts_std_20(returns))), cs_rank(neg(log_abs(safe_div(add(ask,bid),price))))), cs_rank(cs_bm))",debate,-0.01767766926801568,-0.14011712406685792,-7.369148403405799,-2.249205564034396,0.1732630285088283,0.4370586437758702,5,7
440,"add(add(add(add(cs_rank(cs_bm), cs_rank(cs_roe)), add(cs_rank(cs_roa), neg(cs_rank(cs_accruals)))), add(neg(cs_rank(cs_debt_at)), cs_rank(dollar_volume))), cs_rank(cs_cash_at))",debate,0.010647512117562517,0.139707822976039,7.351605654015324,0.9548897046219845,0.024637803388742455,0.37357086520495064,7,6
278,"add(add(add(cs_rank(cs_gp_at), cs_rank(cs_opmargin)), add(cs_rank(cs_roa), cs_rank(cs_roe))), add(neg(cs_rank(cs_accruals)), neg(cs_rank(cs_leverage))))",debate,0.012608941443727147,0.1394961261249046,7.340465892944079,0.7644642233218062,0.003913030088258023,0.3728683912065136,6,4
725,"add(add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_gp_at), neg(cs_rank(cs_accruals)))), ts_rank_20(ts_returns_20(close)))",debate,0.013135842747083792,0.1397839226240408,7.327664684359007,1.001438160258424,0.041694390062418214,0.3683990574093735,5,5
955,"mul(add(add(cs_rank(cs_roa), cs_rank(cs_opmargin)), neg(add(cs_rank(cs_accruals), cs_rank(cs_debt_at)))), add(cs_rank(neg(returns)), cs_rank(ts_std_20(returns))))",debate,0.012104131260513247,0.13930433143059157,7.326401383027446,0.5645328453411416,0.05013648860383702,0.37259711256131245,6,5
1025,"mul(cs_rank(dollar_volume), cs_rank(cs_roe))",debate,0.015028649363939387,0.13828268377351563,7.2766129929327255,0.8452480263398192,0.04368870105959042,0.4379250203217418,2,2
468,"add(add(add(cs_rank(cs_roe), cs_rank(cs_roa)), add(cs_rank(cs_opmargin), cs_rank(cs_gpmargin))), add(neg(cs_rank(cs_accruals)), neg(cs_rank(cs_debt_at))))",debate,0.012553963984049715,0.13456817793129805,7.081150909494469,0.6745642596409633,0.003954820554402183,0.3728683912065136,6,4
