id,expression,source,is_ic,is_icir,is_tstat,is_sharpe,turnover,coverage,n_terminals,depth
940,"add(add(add(cs_rank(cs_roa), cs_rank(cs_roe)), cs_rank(cs_gp_at)), add(neg(cs_rank(returns)), neg(cs_rank(cs_accruals))))",debate,0.017368731474119187,0.18193224084846246,9.573508927260466,1.507883989266686,0.11325919510939758,0.3738786203198093,5,4
1152,"add(add(cs_rank(cs_roa), cs_rank(cs_roe)), neg(cs_rank(ts_rank_10(returns))))",debate,0.016600280415383008,0.17560183297997475,9.24039470869463,1.166067136875852,0.14718781062157962,0.43791958508619677,3,4
114,"sub(cs_rank(cs_roa), cs_rank(cs_accruals))",debate,0.012138578338264677,0.1698138062249396,8.93582128315921,1.162586855686028,0.006254465314442616,0.37388163989511203,2,2
219,"add(neg(cs_rank(cs_accruals)), cs_rank(cs_roa))",debate,0.012138578338264677,0.1698138062249396,8.93582128315921,1.162586855686028,0.006254465314442616,0.37388163989511203,2,3
225,"add(cs_rank(cs_roa), neg(cs_rank(cs_accruals)))",debate,0.012138578338264677,0.1698138062249396,8.93582128315921,1.162586855686028,0.006254465314442616,0.37388163989511203,2,3
741,"add(cs_rank(cs_accruals), neg(cs_rank(cs_roa)))",debate,-0.012138578338264677,-0.1698138062249396,-8.93582128315921,-1.162586855686028,0.006254563645139845,0.37388163989511203,2,3
442,"add(cs_rank(cs_roa), cs_rank(neg(cs_accruals)))",debate,0.01213853773630793,0.169813022789337,8.935780057768369,1.1625807247856301,0.0062544356754628185,0.37388163989511203,2,3
786,"add(cs_rank(neg(cs_accruals)), cs_rank(cs_roa))",debate,0.01213853773630793,0.169813022789337,8.935780057768369,1.1625807247856301,0.0062544356754628185,0.37388163989511203,2,3
977,"sub(cs_rank(neg(cs_accruals)), cs_rank(neg(cs_roa)))",debate,0.012138541243146464,0.16981291678454713,8.935774479659743,1.1625714437418444,0.00625446411807274,0.37388163989511203,2,3
1198,"cs_rank(add(cs_accruals, neg(cs_roa)))",debate,-0.011350496025792618,-0.16944708870853264,-8.916524134942204,-1.086503989894879,0.0060585353934523335,0.37388163989511203,2,3
1309,"cs_rank(add(cs_roa, neg(cs_accruals)))",debate,0.011350496025792618,0.16944708870853264,8.916524134942204,1.086503989894879,0.006058395540146832,0.37388163989511203,2,3
655,"add(cs_rank(neg(cs_accruals)), cs_rank(cs_roe))",debate,0.010880340861680502,0.16644992494513983,8.758809515963799,1.4334510838402093,0.006230522142430619,0.37388163989511203,2,3
985,"add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(neg(cs_rank(ts_returns_5(close))), sub(cs_rank(cs_gp_at), cs_rank(cs_accruals))))",debate,0.015591469910224566,0.16479359890270467,8.662251338491693,1.526895401232998,0.050232519471737874,0.3723671417062533,5,5
739,"sub(add(cs_rank(dollar_volume), cs_rank(cs_roe)), cs_rank(market_cap))",debate,0.010452428886579131,0.16417880860999481,8.639300448148447,2.0483599870699227,0.05814235189150325,0.4379250203217418,3,3
8,"mul(add(cs_rank(cs_roa), cs_rank(cs_roe)), neg(cs_rank(ts_returns_5(returns))))",debate,-0.012350889343660168,-0.1643202421857561,-8.637369699385111,-1.6706046160177053,0.231058614503835,0.43604008063473887,3,4
1128,"add(add(cs_rank(neg(cs_accruals)), cs_rank(cs_roa)), cs_rank(cs_roe))",debate,0.013237167904382032,0.16133556718162267,8.489685420762784,1.0529989265022277,0.005078814376570669,0.37388163989511203,3,4
123,"sub(add(cs_rank(cs_roa), cs_rank(cs_roe)), cs_rank(cs_accruals))",debate,0.013237088762828315,0.16133458080935348,8.489633516583071,1.0529933627610482,0.005078831613783704,0.37388163989511203,3,3
1214,"sub(cs_rank(cs_accruals), add(cs_rank(cs_roa), cs_rank(cs_roe)))",debate,-0.013237088762828315,-0.16133458080935348,-8.489633516583071,-1.0529933627610482,0.005078956340911833,0.37388163989511203,3,3
628,"add(add(neg(cs_rank(cs_accruals)), cs_rank(cs_roa)), cs_rank(cs_roe))",debate,0.013237089844944105,0.161334577976953,8.489633367538508,1.0529946467534852,0.005078829704649399,0.37388163989511203,3,4
230,"add(add(cs_rank(cs_roe), cs_rank(cs_roa)), add(add(neg(cs_rank(accrual)), neg(cs_rank(debt_at))), add(neg(cs_rank(returns)), cs_rank(bm))))",debate,0.013137304775666379,0.15979608879482138,8.408676084481138,1.3195094186140852,0.14440626194181636,0.4352989560724263,6,5
595,"add(sub(cs_rank(cs_roa), cs_rank(cs_accruals)), cs_rank(cs_roa))",debate,0.013494646466916812,0.1586568557115099,8.348728171772267,0.8997175664277629,0.0049209008602393274,0.37388163989511203,3,3
1156,"add(add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_gp_at), cs_rank(cs_opmargin))), add(add(neg(cs_rank(cs_accruals)), neg(cs_rank(debt_at))), add(neg(cs_rank(cs_asset_growth)), neg(cs_rank(ts_returns_5(close))))))",debate,0.014123443715443988,0.1587642240086931,8.345321790901949,1.2720221293169496,0.04040394762852938,0.369916575173535,8,6
57,"add(add(cs_rank(cs_ep), cs_rank(cs_roa)), add(neg(cs_rank(debt_at)), neg(cs_rank(accrual))))",debate,0.01070783103575562,0.1550981272564094,8.16146329515824,0.937785657466388,0.004470093281268931,0.43716771083580636,4,4
204,"add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_gp_at), neg(cs_rank(cs_accruals))))",debate,0.01417324930805967,0.1544047243191155,8.124975539170554,1.1171393697922736,0.0043651082258375365,0.37388163989511203,4,4
372,"add(add(cs_rank(neg(abs_val(sub(ask, bid)))), cs_rank(cs_roa)), neg(cs_rank(cs_accruals)))",debate,0.0094418017326753,0.1543305965839217,8.121074842233465,1.1897912369127708,0.13716089949902538,0.3738812775460757,4,6
329,"sub(add(cs_rank(cs_roe), cs_rank(cs_roa)), cs_rank(ts_returns_20(close)))",debate,0.014812693894753069,0.15433750481425065,8.090583396641415,1.492794170597632,0.032555449470654835,0.4315113215956402,3,3
1159,"add(add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_opmargin), cs_rank(cs_gpmargin))), add(add(neg(cs_rank(cs_accruals)), neg(cs_rank(debt_at))), add(neg(cs_rank(cs_asset_growth)), neg(cs_rank(ts_returns_5(close))))))",debate,0.013217463313352417,0.15319318075513647,8.052484100595738,1.1503612810124022,0.041743599716504834,0.369916575173535,8,6
1221,"add(add(cs_rank(dollar_volume), cs_rank(cs_roa)), neg(cs_rank(abs_val(ts_returns_1(close)))))",debate,0.021008391763572706,0.14884249657686882,7.828039958092485,0.850818957796306,0.15636644499294966,0.4374967237607965,3,5
323,"mul(cs_rank(neg(ts_returns_5(close))), mul(cs_rank(add(cs_roa, cs_roe)), cs_rank(neg(cs_accruals))))",debate,0.012914718165981873,0.14822653133711755,7.791415916785674,1.3543147136563511,0.07721291575274593,0.3723671417062533,4,4
529,"sub(cs_rank(cs_asset_growth), add(cs_rank(cs_roa), cs_rank(cs_roe)))",debate,-0.012593494438187195,-0.1480603898146103,-7.791128483073458,-1.003261514921536,0.0038021689858881423,0.4358798015776677,3,3
864,"add(add(neg(cs_rank(cs_asset_growth)), cs_rank(cs_roa)), cs_rank(cs_roe))",debate,0.01259343398375484,0.14805921432758817,7.791066627431777,1.0031815804006532,0.0038011606818053895,0.4358798015776677,3,4
1260,"add(add(cs_rank(cs_ep), cs_rank(cs_roa)), add(neg(cs_rank(cs_debt_at)), neg(cs_rank(cs_accruals))))",debate,0.011157964682633735,0.1475252845034571,7.762970552134671,0.8856925926820244,0.005077725148528949,0.37357086520495064,4,4
201,"sub(add(cs_rank(cs_roa), cs_rank(cs_gp_at)), add(cs_rank(cs_accruals), cs_rank(cs_asset_growth)))",debate,0.011822300722640405,0.14701466173672398,7.7361009242282375,1.180461427020192,0.0047573518051673095,0.37232474686900235,4,3
1228,"sub(add(cs_rank(cs_gp_at), cs_rank(cs_roa)), add(cs_rank(cs_accruals), cs_rank(cs_asset_growth)))",debate,0.011822300722640405,0.14701466173672398,7.7361009242282375,1.180461427020192,0.0047573518051673095,0.37232474686900235,4,3
642,"add(add(cs_rank(neg(cs_asset_growth)), cs_rank(neg(cs_accruals))), add(cs_rank(cs_roa), cs_rank(cs_gp_at)))",debate,0.011822296994855104,0.1470146173025355,7.736098586043988,1.1804611711804465,0.004757352234297688,0.37232474686900235,4,4
645,"add(sub(add(cs_rank(cs_roa), cs_rank(cs_gp_at)), cs_rank(cs_asset_growth)), neg(cs_rank(cs_accruals)))",debate,0.011822292314639476,0.14701456001032387,7.736095571253992,1.180460743113386,0.004757352502458453,0.37232474686900235,4,4
1226,"sub(sub(add(cs_rank(cs_gp_at), cs_rank(cs_roa)), cs_rank(cs_accruals)), cs_rank(cs_asset_growth))",debate,0.011822292314639476,0.14701456001032387,7.736095571253992,1.180460743113386,0.004757352186909779,0.37232474686900235,4,4
198,"sub(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_accruals), cs_rank(cs_asset_growth)))",debate,0.012000432909830525,0.14693374349624214,7.731842902153544,1.0242456428149278,0.00503107295163162,0.37232474686900235,4,3
866,"add(add(neg(cs_rank(cs_asset_growth)), neg(cs_rank(cs_accruals))), add(cs_rank(cs_roa), cs_rank(cs_roe)))",debate,0.012000432909830525,0.14693374349624214,7.731842902153544,1.0242456428149278,0.00503107295163162,0.37232474686900235,4,4
629,"add(add(sub(cs_rank(cs_roa), cs_rank(cs_accruals)), cs_rank(cs_roe)), neg(cs_rank(cs_asset_growth)))",debate,0.012000422481633615,0.1469336449880513,7.731837718525618,1.0242447820724274,0.0050310759805512325,0.37232474686900235,4,4
999,"sub(add(add(cs_rank(cs_roa), cs_rank(cs_roe)), cs_rank(cs_gp_at)), cs_rank(cs_asset_growth))",debate,0.012803412998392194,0.14685505206826113,7.727702057821821,1.022017697693576,0.0034511772621304824,0.4084981719491117,4,4
1001,"add(sub(add(cs_rank(cs_roa), cs_rank(cs_gp_at)), cs_rank(cs_asset_growth)), cs_rank(cs_roe))",debate,0.012803384602834752,0.14685469018828967,7.727683015231452,1.0220119470623152,0.003451178058262307,0.4084981719491117,4,4
627,"add(sub(cs_rank(cs_roa), cs_rank(cs_accruals)), cs_rank(cs_gp_at))",debate,0.013571804967830003,0.14680280704239035,7.724952857244473,1.1621590607437011,0.0047385118088726225,0.37388163989511203,3,3
597,"add(sub(cs_rank(cs_gp_at), cs_rank(cs_accruals)), cs_rank(cs_roa))",debate,0.013571801844285384,0.14680276506721923,7.724950648456884,1.1621586083239968,0.004738510986978798,0.37388163989511203,3,3
115,"sub(add(cs_rank(cs_gp_at), cs_rank(cs_roa)), cs_rank(cs_accruals))",debate,0.013571801120318232,0.14680275654085886,7.724950199788816,1.162158712232962,0.004738511443994341,0.37388163989511203,3,3
534,"sub(add(cs_rank(cs_roa), cs_rank(cs_gp_at)), cs_rank(cs_accruals))",debate,0.013571801120318232,0.14680275654085886,7.724950199788816,1.162158712232962,0.004738511443994341,0.37388163989511203,3,3
1115,"add(add(cs_rank(cs_roa), cs_rank(cs_gp_at)), neg(cs_rank(cs_accruals)))",debate,0.013571801120318232,0.14680275654085886,7.724950199788816,1.162158712232962,0.004738511443994341,0.37388163989511203,3,3
1153,"add(add(cs_rank(cs_roe), cs_rank(cs_roa)), add(neg(cs_rank(cs_accruals)), add(neg(cs_rank(cs_debt_at)), neg(cs_rank(ts_returns_5(close))))))",debate,0.01265981348770073,0.1464241340340028,7.696674260827196,1.2888823946615227,0.05415488347449235,0.3723671417062533,5,6
1418,"add(add(cs_rank(cs_roa), cs_rank(cs_gpmargin)), add(neg(cs_rank(cs_asset_growth)), neg(cs_rank(cs_accruals))))",debate,0.01014738647285213,0.14602643562310397,7.684099192832133,1.039828622582338,0.005012480020853136,0.3713511150083763,4,4
1160,"add(add(neg(cs_rank(cs_accruals)), cs_rank(cs_roa)), cs_rank(roe))",debate,0.013297128412528076,0.14564501464030172,7.664028329268465,0.733284891872258,0.004612643271780026,0.3708034848314654,3,4
660,"add(cs_rank(neg(cs_accruals)), add(cs_rank(cs_opmargin), cs_rank(cs_gp_at)))",debate,0.012688144844847149,0.14408822427096118,7.582108014159673,1.084342017349115,0.005156956323227996,0.3728683912065136,3,3
1129,"add(cs_rank(neg(cs_accruals)), add(cs_rank(cs_gp_at), cs_rank(cs_opmargin)))",debate,0.012688144844847149,0.14408822427096118,7.582108014159673,1.084342017349115,0.005156956323227996,0.3728683912065136,3,3
1365,"add(add(cs_rank(neg(ptb)), cs_rank(cs_gp_at)), add(cs_rank(cs_roa), neg(cs_rank(cs_accruals))))",debate,0.010477599034850134,0.14279907280358575,7.514271202916363,1.2619748454674908,0.0059622315390672215,0.37155523829884374,4,4
9,"add(add(cs_rank(cs_roa), cs_rank(cs_roe)), neg(add(cs_rank(cs_debt_at), cs_rank(cs_accruals))))",debate,0.011422581645124113,0.14225274921528067,7.485522951779457,0.8066283963485861,0.004600552694013786,0.37388163989511203,4,4
200,"sub(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_accruals), cs_rank(cs_debt_at)))",debate,0.011422581645124113,0.14225274921528067,7.485522951779457,0.8066283963485861,0.004600552694013786,0.37388163989511203,4,3
227,"add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(neg(cs_rank(cs_debt_at)), neg(cs_rank(cs_accruals))))",debate,0.011422581645124113,0.14225274921528067,7.485522951779457,0.8066283963485861,0.004600552694013786,0.37388163989511203,4,4
876,"sub(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_debt_at), cs_rank(cs_accruals)))",debate,0.011422581645124113,0.14225274921528067,7.485522951779457,0.8066283963485861,0.004600552694013786,0.37388163989511203,4,3
53,"add(add(cs_rank(cs_ep), cs_rank(cs_roa)), add(neg(cs_rank(cs_leverage)), neg(cs_rank(cs_accruals))))",debate,0.010175958697120235,0.14224547619547862,7.485140236106422,0.8567986448472197,0.005171995457511743,0.37357086520495064,4,4
1424,"add(add(cs_rank(cs_ep), cs_rank(cs_gp_at)), add(cs_rank(cs_roa), add(neg(cs_rank(cs_debt_at)), neg(cs_rank(cs_accruals)))))",debate,0.012482568467574626,0.14217685681582298,7.481529395935088,0.973247861838201,0.004435502243139623,0.37357086520495064,5,5
124,"sub(add(cs_rank(cs_roa), cs_rank(cs_opmargin)), cs_rank(cs_accruals))",debate,0.012992211728519063,0.1421266165296647,7.478885687344455,0.7315482155589439,0.00492601927801588,0.3728683912065136,3,3
657,"add(cs_rank(neg(cs_accruals)), add(cs_rank(cs_roa), cs_rank(cs_opmargin)))",debate,0.012992202133456143,0.1421264923376581,7.478879152201049,0.7315469377344808,0.004926017817134417,0.3728683912065136,3,3
979,"add(cs_rank(neg(cs_accruals)), add(cs_rank(cs_opmargin), cs_rank(cs_roa)))",debate,0.012992202133456143,0.1421264923376581,7.478879152201049,0.7315469377344808,0.004926017817134417,0.3728683912065136,3,3
1006,"add(sub(cs_rank(cs_opmargin), cs_rank(cs_accruals)), cs_rank(cs_roa))",debate,0.012992191473977385,0.14212641247841418,7.478874949904738,0.7315462923510593,0.004926018979695486,0.3728683912065136,3,3
209,"sub(add(add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(cs_gp_at), cs_rank(cs_opmargin))), cs_rank(cs_bm)), add(cs_rank(cs_accruals), cs_rank(cs_debt_at)))",debate,0.011683005238462132,0.141963433209689,7.4702987707908965,0.7689203454338417,0.004226962772151252,0.3725677622893695,7,5
1392,"add(add(cs_rank(ts_mean_20(dollar_volume)), cs_rank(cs_roa)), neg(cs_rank(cs_accruals)))",debate,0.0143085456951569,0.14168395112566093,7.455592063425704,0.9742881065543988,0.007391031115136473,0.37388163989511203,3,4
1034,"add(add(cs_rank(cs_roe), cs_rank(cs_roa)), add(neg(cs_rank(cs_leverage)), neg(cs_rank(cs_accruals))))",debate,0.010591274922272981,0.14148246605769846,7.444989659542519,0.7849162313691745,0.004687758691509356,0.37388163989511203,4,4
1121,"add(cs_rank(cs_roa), add(cs_rank(cs_roe), neg(add(cs_rank(cs_accruals), cs_rank(cs_leverage)))))",debate,0.010591278827422182,0.14148243944007327,7.4449882588887855,0.784917752362656,0.004687770793901717,0.37388163989511203,4,5
1150,"add(add(cs_rank(cs_roa), cs_rank(cs_roe)), add(cs_rank(neg(cs_accruals)), cs_rank(neg(debt_at))))",debate,0.011266814342668739,0.14147086565717507,7.444379231520236,0.7751787275742791,0.00471059495267896,0.37362473442835215,4,4
1154,"add(add(cs_rank(cs_roe), cs_rank(cs_roa)), add(cs_rank(neg(cs_accruals)), cs_rank(neg(debt_at))))",debate,0.011266814342668739,0.14147086565717507,7.444379231520236,0.7751787275742791,0.00471059495267896,0.37362473442835215,4,4
